iter	RMSE
492	183.062706
493	182.4759591
494	182.1570007
495	182.0155815
496	181.8307305
497	181.4812986
498	181.2282243
499	180.9286891
500	180.7552078
501	180.5535863
502	180.3035386
503	180.0923569
504	179.8211054
505	179.6093295
506	179.2472472
507	178.9370291
508	178.6729032
509	178.3276456
510	177.8857851
511	177.2858002
512	177.0876656
513	176.7872914
514	176.5224862
515	176.4356411
516	176.1147708
517	175.6762922
518	175.339067
519	175.1049642
520	174.9218644
521	174.7385282
522	174.508474
523	174.2102202
524	173.9007027
525	173.7334866
526	173.574102
527	173.4914265
528	173.1541805
529	172.7014501
530	172.3531917
531	172.1773017
532	172.0380686
533	171.854321
534	171.6835449
535	171.3630679
536	171.1812003
537	170.9667869
538	170.7731755
539	170.6418287
540	170.3551622
541	170.0986108
542	169.7658573
543	169.5498765
544	169.2652334
545	169.1093902
546	168.8507422
547	168.586334
548	168.3416241
549	168.1535044
550	168.0161962
551	167.6342733
552	167.3087433
553	166.9458863
554	166.705119
555	166.5157235
556	166.280782
557	166.0117432
558	165.8850885
559	165.4284591
560	165.1676596
561	165.0055754
562	164.8551112
563	164.7394973
564	164.6313145
565	164.4945322
566	164.4691645
567	164.1191173
568	163.9600349
569	163.8823379
570	163.7277545
571	163.5268365
572	163.3688733
573	163.0435428
574	162.8298984
575	162.6863647
576	162.5060221
577	162.22254
578	162.0377307
579	161.5961427
580	161.456032
581	161.3635825
582	161.1450668
583	160.6904787
584	160.3823137
585	160.159524
586	159.8938901
587	159.4932464
588	159.3032892
589	159.0359109
590	158.8283202
591	158.5716819
592	158.3161681
593	158.2193345
594	158.0555084
595	157.8026419
596	157.6455727
597	157.3390282
598	157.0311719
599	156.9403759
600	156.6749517
601	156.4877496
602	156.2050888
603	155.8984697
604	155.8220432
605	155.6719072
606	155.386765
607	155.1025863
608	154.9555695
609	154.7911012
610	154.6626805
611	154.3867517
612	154.1094219
613	153.8973668
614	153.7732025
615	153.6313142
616	153.431566
617	153.0891702
618	152.8707494
619	152.6468642
620	152.4373532
621	152.1821903
622	152.0618063
623	151.9631245
624	151.8341924
625	151.6232317
626	151.4254135
627	151.2474348
628	151.0206623
629	150.900985
630	150.6700844
631	150.4703787
632	150.1630738
633	150.0398229
634	149.8930386
635	149.7571383
636	149.541734
637	149.3829202
638	149.1881778
639	149.0622398
640	148.7887442
641	148.5585128
642	148.4723114
643	148.2744108
644	147.9969436
645	147.887647
646	147.6454807
647	147.5448837
648	147.3009333
649	147.1894501
650	147.0395885
651	146.8692828
652	146.7354796
653	146.5291699
654	146.3304795
655	146.0921199
656	145.9576329
657	145.7620853
658	145.6050079
659	145.3586884
660	145.2680733
661	145.1123025
662	144.9104123
663	144.67429
664	144.2360316
665	144.1610749
666	144.0438517
667	143.7547019
668	143.5592432
669	143.4393231
670	143.3527488
671	143.0944697
672	142.8875946
673	142.6753517
674	142.5013047
675	142.4178748
676	142.1785136
677	141.9748231
678	141.7719677
679	141.4624503
680	141.286852
681	141.1129939
682	140.8204429
683	140.6389545
684	140.4110027
685	140.2242614
686	140.0807973
687	139.9791718
688	139.7769123
689	139.6278782
690	139.484121
691	139.2489287
692	139.0795584
693	138.9026108
694	138.8028873
695	138.6240998
696	138.4943603
697	138.3580744
698	138.1741791
699	137.9520525
700	137.8688303
701	137.6592626
702	137.5011534
703	137.3074721
704	137.1682192
705	136.9431022
706	136.8505408
707	136.6061857
708	136.463565
709	136.2887225
710	136.134065
711	135.9380561
712	135.6948965
713	135.2881253
714	135.2343819
715	135.0490932
716	134.8950908
717	134.5360958
718	134.4626256
719	134.2973672
720	134.216756
721	133.885848
722	133.6857911
723	133.4919804
724	133.2612064
725	132.9699003
726	132.8435272
727	132.719193
728	132.642982
729	132.5527181
730	132.4230203
731	132.1787378
732	131.9854254
733	131.8079381
734	131.6272074
735	131.4586845
736	131.2624632
737	131.0434921
738	130.853029
739	130.7547127
740	130.5176925
741	130.4261998
742	130.2447379
743	130.0835487
744	129.8975341
745	129.7349149
746	129.5272807
747	129.4175172
748	129.2585555
749	129.1627621
750	129.0279048
751	128.8954947
752	128.7446977
753	128.6163185
754	128.4413624
755	128.3674934
756	128.1984955
757	128.0043656
758	127.7547495
759	127.6430954
760	127.4978502
761	127.4308233
762	127.3040466
763	127.012599
764	126.7857724
765	126.6554134
766	126.4423396
767	126.1922123
768	125.9916374
769	125.8058903
770	125.6753716
771	125.5681224
772	125.3748358
773	125.2691329
774	125.1453185
775	125.0582128
776	124.8889174
777	124.7572667
778	124.6085864
779	124.4246724
780	124.2247039
781	124.101099
782	123.9929257
783	123.8702788
784	123.6478822
785	123.5390912
786	123.3848629
787	123.2104186
788	123.1303719
789	122.9451524
790	122.8418298
791	122.7361414
792	122.6886892
793	122.5015983
794	122.4449664
795	122.3094772
796	122.1502179
797	122.020337
798	121.851218
799	121.6459843
800	121.4612826
801	121.3087431
802	121.1204161
803	121.086486
804	120.9395709
805	120.7550614
806	120.5639852
807	120.517824
808	120.3648184
809	120.2152704
810	120.0821137
811	119.9626904
812	119.8644413
813	119.5559004
814	119.4769279
815	119.2818178
816	119.169674
817	119.0605618
818	118.9600534
819	118.7872894
820	118.6314993
821	118.5217036
822	118.4414898
823	118.3667838
824	118.1810273
825	118.030924
826	117.8755386
827	117.745409
828	117.6162881
829	117.4372302
830	117.3716456
831	117.2489025
832	117.1531759
833	117.0033164
834	116.8484468
835	116.6718685
836	116.5584528
837	116.3968055
838	116.3219669
839	116.1694245
840	116.0368269
841	115.9242119
842	115.7532349
843	115.6801749
844	115.4211594
845	115.2183358
846	115.1050321
847	114.9487438
848	114.8568941
849	114.7503536
850	114.6066352
851	114.4931317
852	114.3559485
853	114.2098976
854	114.0855997
855	113.9481808
856	113.805453
857	113.6700608
858	113.5331075
859	113.3373389
860	113.1159152
861	112.9949089
862	112.8500782
863	112.5841509
864	112.4796458
865	112.2924981
866	112.240725
867	112.1249326
868	112.0325146
869	111.9545497
870	111.9142412
871	111.7999005
872	111.6714669
873	111.5721376
874	111.3759318
875	111.3050403
876	111.1879692
877	111.0738591
878	110.9770195
879	110.8942703
880	110.800706
881	110.6723055
882	110.5318603
883	110.4053642
884	110.3101999
885	110.1157421
886	110.0428379
887	109.8011015
888	109.6662884
889	109.5767297
890	109.5233093
891	109.4157352
892	109.3095308
893	109.1847001
894	109.0533913
895	108.9674905
896	108.8427094
897	108.7526435
898	108.6237295
899	108.5233526
900	108.3835457
901	108.2983661
902	108.2318883
903	108.1237258
904	107.9646443
905	107.9126727
906	107.793852
907	107.6654692
908	107.5660613
909	107.37658
910	107.3118492
911	107.129696
912	106.9695683
913	106.8681255
914	106.7979739
915	106.6797185
916	106.5120824
917	106.3794233
918	106.2825774
919	106.1930089
920	106.1333288
921	106.0258258
922	105.9362866
923	105.7751695
924	105.701707
925	105.6024236
926	105.5197387
927	105.3440745
928	105.2920596
929	105.2521039
930	105.1275109
931	105.0739322
932	105.0110034
933	104.9451655
934	104.8688688
935	104.7554315
936	104.6717091
937	104.557123
938	104.3326873
939	104.2165288
940	104.1030971
941	104.0330394
942	103.9442835
943	103.8668956
944	103.7448635
945	103.5718886
946	103.5078918
947	103.3989478
948	103.2394985
949	103.1306991
950	103.0391834
951	103.00921
952	102.9111013
953	102.8055202
954	102.7098203
955	102.5811339
956	102.4846071
957	102.3775829
958	102.2204031
959	102.1663716
960	102.0625402
961	102.0036577
962	101.8978244
963	101.785859
964	101.7475003
965	101.6011086
966	101.5115514
967	101.4148801
968	101.3283628
969	101.2029621
970	101.0751694
971	100.9946443
972	100.9003116
973	100.8303402
974	100.7261535
975	100.6234659
976	100.5201613
977	100.406187
978	100.3154605
979	100.2425654
980	100.172538
981	100.0756049
982	99.98506113
983	99.91856652
984	99.73355262
985	99.66555912
986	99.48469839
987	99.43739256
988	99.35692042
989	99.27793949
990	99.21015718
991	99.08675605
992	98.98894446
993	98.90722424
994	98.76044602
995	98.67152528
996	98.60515496
997	98.49579704
998	98.36145087
999	98.27284995
